bacteria,drug,potency_when_no_r
mycoplasma_pneumoniae,moxifloxacin,0.8
mycoplasma_pneumoniae,ofloxacin,0.6
mycoplasma_pneumoniae,tetracycline,0.7
mycoplasma_pneumoniae,doxycycline,0.75
mycoplasma_pneumoniae,minocycline,0.8
mycoplasma_pneumoniae,tigecycline,0.85
mycoplasma_pneumoniae,vancomycin,0.05
mycoplasma_pneumoniae,teicoplanin,0.05
mycoplasma_pneumoniae,dalbavancin,0.05
mycoplasma_pneumoniae,linezolid,0.05
mycoplasma_pneumoniae,tedizolid,0.05
mycoplasma_pneumoniae,daptomycin,0.1
mycoplasma_pneumoniae,quinu_dalfo,0.05
mycoplasma_pneumoniae,trim_sulf,0.05
mycoplasma_pneumoniae,chloramphenicol,0.05
mycoplasma_pneumoniae,nitrofurantoin,0.05
mycoplasma_pneumoniae,fosfomycin,0.1
mycoplasma_pneumoniae,retapamulin,0.05
mycoplasma_pneumoniae,fusidic_a,0.05
mycoplasma_pneumoniae,metronidazole,0.05
mycoplasma_pneumoniae,fidaxomicin,0.1
mycoplasma_pneumoniae,furazolidone,0.05
mycoplasma_pneumoniae,rifampicin,0.05
mycoplasma_pneumoniae,amoxicillin_clavulanate,0
mycoplasma_pneumoniae,piperacillin_tazobactam,0
mycoplasma_pneumoniae,ampicillin_sulbactam,0
mycoplasma_pneumoniae,ticarcillin_clavulanate,0
mycoplasma_pneumoniae,ceftazidime_avibactam,0
mycoplasma_pneumoniae,meropenem_vaborbactam,0
mycoplasma_pneumoniae,colistin,0.05
mycoplasma_pneumoniae,flucloxacillin,0.01
mycoplasma_pneumoniae,aztreonam_avibactam,0.01
mycoplasma_pneumoniae,cefixime,0.01
mycoplasma_pneumoniae,nalidixic_acid,0
legionella_pneumophila,sulfanilamide,0.05
legionella_pneumophila,penicillin_g,0.05
legionella_pneumophila,ampicillin,0.05
legionella_pneumophila,amoxicillin,0.05
legionella_pneumophila,piperacillin,0.05
legionella_pneumophila,ticarcillin,0.05
legionella_pneumophila,cephalexin,0.05
legionella_pneumophila,cefazolin,0.05
legionella_pneumophila,cefuroxime,0.05
legionella_pneumophila,ceftriaxone,0.05
legionella_pneumophila,ceftazidime,0.05
legionella_pneumophila,cefepime,0.05
legionella_pneumophila,ceftaroline,0.05
legionella_pneumophila,ceftolozane_tazobactam,0.8
legionella_pneumophila,cefiderocol,0.8
legionella_pneumophila,meropenem,0.05
legionella_pneumophila,imipenem_c,0.05
legionella_pneumophila,ertapenem,0.05
legionella_pneumophila,aztreonam,0.05
legionella_pneumophila,erythromycin,0.8
legionella_pneumophila,azithromycin,0.9
legionella_pneumophila,clarithromycin,0.8
legionella_pneumophila,clindamycin,0.05
legionella_pneumophila,gentamicin,0.05
legionella_pneumophila,tobramycin,0.05
legionella_pneumophila,amikacin,0.05
legionella_pneumophila,ciprofloxacin,0.9
legionella_pneumophila,levofloxacin,0.95
legionella_pneumophila,moxifloxacin,0.9
legionella_pneumophila,ofloxacin,0.7
legionella_pneumophila,tetracycline,0.8
legionella_pneumophila,doxycycline,0.85
legionella_pneumophila,minocycline,0.9
legionella_pneumophila,tigecycline,0.1
legionella_pneumophila,vancomycin,0.05
legionella_pneumophila,teicoplanin,0.05
legionella_pneumophila,dalbavancin,0.05
legionella_pneumophila,linezolid,0.05
legionella_pneumophila,tedizolid,0.05
legionella_pneumophila,daptomycin,0.1
legionella_pneumophila,quinu_dalfo,0.05
legionella_pneumophila,trim_sulf,0.05
legionella_pneumophila,chloramphenicol,0.05
legionella_pneumophila,nitrofurantoin,0.05
legionella_pneumophila,fosfomycin,0.1
legionella_pneumophila,retapamulin,0.05
legionella_pneumophila,fusidic_a,0.05
legionella_pneumophila,metronidazole,0.05
legionella_pneumophila,fidaxomicin,0.1
legionella_pneumophila,furazolidone,0.05
legionella_pneumophila,rifampicin,0.55
legionella_pneumophila,amoxicillin_clavulanate,0.05
legionella_pneumophila,piperacillin_tazobactam,0.05
legionella_pneumophila,ampicillin_sulbactam,0.05
legionella_pneumophila,ticarcillin_clavulanate,0.05
legionella_pneumophila,ceftazidime_avibactam,0.05
legionella_pneumophila,meropenem_vaborbactam,0.05
legionella_pneumophila,colistin,0.05
legionella_pneumophila,flucloxacillin,0.01
legionella_pneumophila,aztreonam_avibactam,0.01
legionella_pneumophila,cefixime,0.8
legionella_pneumophila,nalidixic_acid,0
burkholderia_cepacia_complex,sulfanilamide,0.1
burkholderia_cepacia_complex,penicillin_g,0.05
burkholderia_cepacia_complex,ampicillin,0.05
burkholderia_cepacia_complex,amoxicillin,0.05
burkholderia_cepacia_complex,piperacillin,0.6
burkholderia_cepacia_complex,ticarcillin,0.5
burkholderia_cepacia_complex,cephalexin,0.05
burkholderia_cepacia_complex,cefazolin,0.05
burkholderia_cepacia_complex,cefuroxime,0.1
burkholderia_cepacia_complex,ceftriaxone,0.1
burkholderia_cepacia_complex,ceftazidime,0.7
burkholderia_cepacia_complex,cefepime,0.75
burkholderia_cepacia_complex,ceftaroline,0.1
burkholderia_cepacia_complex,ceftolozane_tazobactam,0.1
burkholderia_cepacia_complex,cefiderocol,0.1
burkholderia_cepacia_complex,meropenem,0.8
burkholderia_cepacia_complex,imipenem_c,0.8
burkholderia_cepacia_complex,ertapenem,0.1
burkholderia_cepacia_complex,aztreonam,0.1
burkholderia_cepacia_complex,erythromycin,0
burkholderia_cepacia_complex,azithromycin,0
burkholderia_cepacia_complex,clarithromycin,0
burkholderia_cepacia_complex,clindamycin,0
burkholderia_cepacia_complex,gentamicin,0.05
burkholderia_cepacia_complex,tobramycin,0.05
burkholderia_cepacia_complex,amikacin,0.1
burkholderia_cepacia_complex,ciprofloxacin,0.6
burkholderia_cepacia_complex,levofloxacin,0.65
burkholderia_cepacia_complex,moxifloxacin,0.6
burkholderia_cepacia_complex,ofloxacin,0.6
burkholderia_cepacia_complex,tetracycline,0.6
burkholderia_cepacia_complex,doxycycline,0.65
burkholderia_cepacia_complex,minocycline,0.7
burkholderia_cepacia_complex,tigecycline,0.1
burkholderia_cepacia_complex,vancomycin,0
burkholderia_cepacia_complex,teicoplanin,0
burkholderia_cepacia_complex,dalbavancin,0
burkholderia_cepacia_complex,linezolid,0
burkholderia_cepacia_complex,tedizolid,0
burkholderia_cepacia_complex,daptomycin,0.1
burkholderia_cepacia_complex,quinu_dalfo,0
burkholderia_cepacia_complex,trim_sulf,0.6
burkholderia_cepacia_complex,chloramphenicol,0.7
burkholderia_cepacia_complex,nitrofurantoin,0.1
burkholderia_cepacia_complex,fosfomycin,0.2
burkholderia_cepacia_complex,retapamulin,0
burkholderia_cepacia_complex,fusidic_a,0
burkholderia_cepacia_complex,metronidazole,0
burkholderia_cepacia_complex,fidaxomicin,0.1
burkholderia_cepacia_complex,furazolidone,0.1
burkholderia_cepacia_complex,rifampicin,0.5
burkholderia_cepacia_complex,amoxicillin_clavulanate,0.05
burkholderia_cepacia_complex,piperacillin_tazobactam,0.65
burkholderia_cepacia_complex,ampicillin_sulbactam,0.65
burkholderia_cepacia_complex,ticarcillin_clavulanate,0.6
burkholderia_cepacia_complex,ceftazidime_avibactam,0.65
burkholderia_cepacia_complex,meropenem_vaborbactam,0.75
burkholderia_cepacia_complex,colistin,0.05
burkholderia_cepacia_complex,flucloxacillin,0.01
burkholderia_cepacia_complex,aztreonam_avibactam,0.6
burkholderia_cepacia_complex,cefixime,0.1
burkholderia_cepacia_complex,nalidixic_acid,0
